id,sigma_N_per_m,mu_Pa_s,rho_kg_per_m3,Dn_mm,outcome,R_m,R_std_m,Vi_m_per_s,Vi_std_m_per_s,Vo_m_per_s,Vo_std_m_per_s,ho_m,cor,We,Bo,Oh,cor_from_velocities
203,0.0187,0.00174,870,0.4,b,0.0002290131312071769,5.975088606411367e-07,0.3000450165975184,7.849103228786032e-05,0.0804198094417065,6.868539927060944e-06,0.0002624009976014396,0.2812724787563039,0.9592037475873526,0.023936873403753438,0.02850615395559351,0.2680258127718947
204,0.0187,0.00174,870,0.4,b,0.0002290131312071769,5.975088606411367e-07,0.08159176213623621,1.1461223922372607e-05,0.030555333439222124,9.896144734245317e-06,0.00022987228535325255,0.37785599965983685,0.0709301137262921,0.023936873403753438,0.02850615395559351,0.374490422062499
205,0.0187,0.00174,870,0.4,b,0.00022809950485123227,4.04195142650438e-07,0.07775912870169682,1.2293710293402223e-05,0.028505562666466575,1.1650689768254333e-05,0.0002310678126717903,0.3794976988085603,0.0641659694060711,0.023746266555745535,0.028563185965898557,0.3665879896342581
206,0.0187,0.00174,870,0.4,b,0.00023018932258125349,5.348257889296486e-07,0.30306225644454615,7.915429885503521e-05,0.08064943145335365,6.042325772905003e-06,0.00025866072052803374,0.2773070395009831,0.9836181317536896,0.024183380169483137,0.02843323217120417,0.2661150629560853
207,0.0187,0.00174,870,0.4,b,0.0002295774218242892,4.0998485623850966e-07,0.08267271559286447,1.2000582671637671e-05,0.030250969534332456,9.461199435755479e-06,0.00022994111886545093,0.3673362192222955,0.07300140642509906,0.024054980117714616,0.02847109900168053,0.3659123728717027
208,0.0187,0.00174,870,0.4,b,0.00022876858798860566,5.151809078679052e-07,0.29750353318075984,9.304853463561369e-05,0.08070079770627052,6.641098269686022e-06,0.0002599809293792208,0.2837268624518379,0.94201603050304,0.023885780483810636,0.028521385777358788,0.27125996401944447
209,0.0187,0.00174,870,0.4,b,0.0002282762295627311,5.950757377609193e-07,0.08279636362982805,1.2596517865570026e-05,0.030816100830429547,1.0498330309220581e-05,0.00023070307765932736,0.38140823792692996,0.07280494250565901,0.023783076611873004,0.028552127437913053,0.37219147652672757
210,0.0187,0.00174,870,0.4,b,0.00023092045378526744,4.2094515370202807e-07,0.29787718555819537,8.414302002375541e-05,0.07159142424417812,7.372309313246433e-06,0.00032622141066678044,0.28077656992819827,0.9532669408434093,0.024337247458915964,0.028388184398470847,0.24033872923172064
211,0.0187,0.00174,870,0.4,b,0.00023083237149483358,6.087482881096509e-07,0.08296926807337726,1.198084823546801e-05,0.029789348514052676,1.3638325363969557e-05,0.0002339568613122348,0.37123504811910046,0.07392798639169154,0.02431868460212962,0.02839360014192591,0.3590407533510751
212,0.0187,0.00174,870,0.4,b,0.0002294024104560945,4.371947996877058e-07,0.3233457690061227,0.00010179541257866291,-0.016228725833052293,1.1054924611972784e-05,0.0006181145816219664,0.2747063422794026,1.115860715202348,0.024018318931208305,0.028481957248555997,-0.05019000521619627
213,0.0187,0.00174,870,0.4,b,0.0002279362690484487,1.71370839431176e-06,0.08666709204849861,1.1649779428367771e-05,0.03195998422930375,1.2203281953265385e-05,0.00022972790834592402,0.37505896275836925,0.07965252198242022,0.023712291436846198,0.028573411850846057,0.3687672387971556
214,0.0187,0.00174,870,0.4,b,0.00023205217175113326,3.5829555125738137e-07,0.32381794436912725,7.825365718252185e-05,0.08479064646894059,5.750445098058544e-06,0.00026759370638026905,0.2742514385036136,1.1320486897564725,0.024576380824809015,0.02831887523146534,0.2618466578006741
215,0.0187,0.00174,870,0.4,b,0.00023205956069891564,3.9879175966932e-07,0.08689186137125687,1.2037029048753258e-05,0.031917405080944664,9.58917971444821e-06,0.0002353440718015092,0.37876320124982865,0.08151458336635437,0.02457794595979011,0.02831842438092641,0.36732329791593904
216,0.0187,0.00174,870,0.4,b,0.00023197734479213567,6.883820959705741e-07,0.33362520428248277,0.00011484977596618356,0.08617423140851689,5.5068347940036255e-06,0.0002743267454296901,0.2723638635439763,1.201270811538251,0.024560533704476962,0.028323442152573666,0.2582965264685236
217,0.0187,0.00174,870,0.4,b,0.00023008486677016592,1.69675100136052e-06,0.0880648795735504,1.5819858104220322e-05,0.031986091005112766,1.3379368150397129e-05,0.00023340027557965684,0.3745788928545282,0.08301779463975334,0.02416143717565723,0.028439685614575713,0.36321052342322785
218,0.0187,0.00174,870,0.4,b,0.00023014111594554378,4.781167250191598e-07,0.37482843864751964,0.00010850106880535052,0.09530393043091287,4.745761739733197e-06,0.0002579801015470321,0.26179356230996265,1.5043085657835737,0.02417325218167596,0.028436209906603935,0.2542601377173907
219,0.0187,0.00174,870,0.4,b,0.0002298351149228036,4.14487482909057e-07,0.09628430006862587,1.226638749765224e-05,0.026902807009543325,8.77188979641055e-06,0.00026078742378200846,0.37891425540730544,0.0991299720494727,0.024109012271989607,0.028455133505288978,0.27941011141347616
220,0.0187,0.00174,870,0.4,b,0.0002317582299910485,4.1508790343403256e-07,0.37734236080208855,0.00012863478521369322,0.09537284621932839,4.742063722501442e-06,0.00027117491904278594,0.2632742524499353,1.535267073899886,0.024514158185599547,0.028336828126412816,0.2527488459461626
221,0.0187,0.00174,870,0.4,b,0.0002318604265363691,3.924740799120465e-07,0.0967610693985506,1.1602700999707388e-05,0.03610067596698519,1.0155049110540074e-05,0.00023402623099807,0.379124490346105,0.10099633067190356,0.02453578257098334,0.028330582461378474,0.3730909155033166
222,0.0187,0.00174,870,0.4,b,0.00022894471399804826,5.945335880072127e-07,0.38019297331948293,0.00011864712761040514,0.09400181783783441,1.2606784652908287e-05,0.0002795790772920631,0.26077622184159094,1.5396302625581422,0.023922573355227614,0.02851041298778061,0.24724764641781796
223,0.0187,0.00174,870,0.4,b,0.00023217697878367223,4.739866765133353e-07,0.3758757060614099,0.0001458849390473725,0.0922586824916289,4.724918445937252e-06,0.0002986870245754669,0.26359435454752816,1.526108163546571,0.024602824274990536,0.028311262784468404,0.24544997456301643
224,0.0187,0.00174,870,0.4,b,0.0002322135842444185,4.0630660895264903e-07,0.09638812568952534,1.2438986429277645e-05,0.03570999868151648,1.0394682091715248e-05,0.00023322332894538115,0.37334805840359175,0.10037194468410311,0.024610582741983533,0.02830903124477019,0.3704813059291301
225,0.0187,0.00174,870,0.4,b,0.00023005966866648084,5.186136500795189e-07,0.41532421140447806,0.00015319555248590854,0.07404404492554907,6.033844866349712e-06,0.0005285157902134984,0.2563807279367499,1.8462590379610833,0.02415614531035891,0.028441243050803797,0.1782801071845982
226,0.0187,0.00174,870,0.4,b,0.00022974708108036175,4.130899404675059e-07,0.10460423728382195,1.1849924602729576e-05,0.03711375109117353,8.991268344688446e-06,0.00023186980986517525,0.3601255434253303,0.11695699541160488,0.024090546838499323,0.028460584662291104,0.3548016032130041
227,0.0187,0.00174,870,0.4,b,0.000230779591106524,4.00974745862563e-07,0.4183838425814523,0.00015654617451626868,0.1037044664074833,5.193013562982295e-06,0.00027257441389404267,0.2571453461242347,1.8794243713650556,0.02430756481971104,0.028396846831890855,0.2478691953485125
